Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
6918,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
6922,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
6925,287,FALSE,0,8,27,10,27,10,27,10,0,0,
6929,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
6933,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
6936,373,FALSE,0,8,C5,C4,7C,6F,C,B4,80,16,
6940,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
6943,28B,FALSE,0,8,27,10,4E,20,D,44,1,14,
6947,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
6950,29A,FALSE,0,8,0,4A,4D,41,58,44,47,47,
6955,362,FALSE,0,8,2,1,0,0,0,0,0,0,
6958,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
6961,374,FALSE,0,8,CC,CF,4B,FE,48,44,3A,30,
6965,287,FALSE,0,8,27,10,27,10,27,10,0,0,
6969,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
6972,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
6975,287,FALSE,0,8,27,10,27,10,27,10,0,0,
6979,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
6983,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
6986,373,FALSE,0,8,C5,C4,7C,7D,C,B4,80,16,
6990,207,FALSE,0,8,0,0,0,0,0,0,C,0,
6993,28B,FALSE,0,8,27,10,4E,20,D,44,1,14,
6998,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7001,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7005,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
7008,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7012,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7015,287,FALSE,0,8,27,10,27,10,27,10,0,0,
7019,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
7022,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7026,373,FALSE,0,8,C5,C4,7C,8B,C,B4,80,16,
7029,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7033,666,FALSE,0,8,2,3E,3A,B5,A7,0,0,0,
7036,373,FALSE,0,8,C5,C4,7C,92,C,B4,80,16,
7041,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
7045,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
7048,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7052,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7055,287,FALSE,0,8,27,10,27,10,27,10,0,0,
7059,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
7062,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7066,373,FALSE,0,8,C5,C4,7C,98,C,B4,80,16,
7070,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7073,188,FALSE,0,8,3,50,A2,4C,0,0,0,0,
7076,373,FALSE,0,8,C5,C4,7C,98,C,B4,80,16,
7080,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
7084,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
7088,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7091,207,FALSE,0,8,0,0,0,0,0,0,0,0,
7094,28B,FALSE,0,8,27,10,4E,20,D,44,1,14,
7098,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7101,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7105,287,FALSE,0,8,27,10,27,10,27,10,0,0,
7108,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7112,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7115,287,FALSE,0,8,27,10,27,10,27,10,0,0,
7119,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7122,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7127,398,FALSE,0,8,1,34,20,4C,51,20,0,0,
7130,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
7134,28B,FALSE,0,8,27,10,4E,20,D,44,1,14,
7137,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7141,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
7145,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7148,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7151,29A,FALSE,0,8,2,35,32,31,FF,FF,FF,FF,
7155,287,FALSE,0,8,27,10,27,10,27,10,0,0,
7158,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
7162,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7165,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7169,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7173,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
7176,373,FALSE,0,8,C5,C4,7C,B5,C,B4,80,16,
7180,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7183,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7187,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7191,207,FALSE,0,8,0,0,0,0,0,0,0,0,
7194,28B,FALSE,0,8,27,10,4E,20,D,44,1,14,
7197,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7201,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7204,287,FALSE,0,8,27,10,27,10,27,10,0,0,
7208,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7212,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7216,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7219,663,FALSE,0,8,2,0,0,0,0,0,0,0,
7222,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
7225,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
7229,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7232,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7236,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7239,388,FALSE,0,8,1,0,0,0,0,0,0,2,
7242,75B,FALSE,0,8,39,0,39,0,36,4A,A0,39,
7246,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7249,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7252,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7256,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7259,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
7263,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7266,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
7270,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7273,188,FALSE,0,8,3,50,A2,4C,0,0,0,0,
7276,373,FALSE,0,8,C5,C4,7C,D8,C,B5,80,16,
7280,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7283,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7287,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7290,207,FALSE,0,8,0,0,0,0,0,0,C,0,
7294,287,FALSE,0,8,27,10,27,10,27,10,0,0,
7298,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7302,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7305,287,FALSE,0,8,27,10,27,10,27,10,0,0,
7309,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7312,564,FALSE,0,8,22,8A,AA,AA,A8,A0,AA,8A,
7316,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7319,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7322,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7326,373,FALSE,0,8,C5,C4,7C,E2,C,B5,80,16,
7330,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7333,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
7336,373,FALSE,0,8,C5,C4,7C,E2,C,B5,80,16,
7341,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7344,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
7348,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7352,29A,FALSE,0,8,1,32,57,48,5A,30,30,32,
7355,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7358,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
7361,374,FALSE,0,8,CC,CF,4B,FE,48,44,3A,30,
7365,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7368,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7372,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7375,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7378,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7383,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
7387,373,FALSE,0,8,C5,C4,7C,F0,C,B5,80,16,
7390,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7393,371,FALSE,0,8,3C,0,0,0,0,0,0,0,
7397,373,FALSE,0,8,C5,C4,7C,F4,C,B5,80,16,
7400,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
7404,28B,FALSE,0,8,27,10,4E,20,D,44,1,14,
7407,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7411,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
7415,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7418,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
7421,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7425,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
7429,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7432,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7436,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7439,563,FALSE,0,8,AA,AA,AA,AA,A2,2A,0,0,
7443,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7446,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7449,676,FALSE,0,8,0,0,0,0,0,0,0,0,
7452,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7456,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7459,677,FALSE,0,8,0,0,0,0,0,0,0,0,
7462,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7465,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
7470,571,FALSE,0,8,0,0,0,0,0,0,0,0,
7473,188,FALSE,0,8,3,50,A2,4C,0,0,0,0,
7476,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7479,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7483,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7487,373,FALSE,0,8,C5,C4,7D,4,C,B5,80,16,
7490,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
7494,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7497,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7501,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7504,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
7508,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7512,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7516,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7519,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7523,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
7526,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7529,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7532,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
7536,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7539,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7542,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7546,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
7549,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7553,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7557,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7560,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
7563,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7567,373,FALSE,0,8,C5,C4,7D,13,C,B5,80,16,
7570,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7573,188,FALSE,0,8,3,50,A2,4C,0,0,0,0,
7577,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7580,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
7584,28B,FALSE,0,8,27,10,4E,20,D,44,1,14,
7587,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7591,207,FALSE,0,8,0,0,0,0,0,0,0,0,
7595,287,FALSE,0,8,27,10,27,10,27,10,0,0,
7598,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7602,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7605,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7608,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7612,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
7616,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7619,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
7622,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7625,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
7629,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7632,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
7636,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7640,388,FALSE,0,8,1,0,0,0,0,0,0,2,
7643,185,FALSE,0,8,8,0,15,0,0,0,2B,2E,
7646,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7649,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7653,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7656,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7659,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
7662,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7666,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
7669,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7673,188,FALSE,0,8,3,50,A2,4C,0,0,0,0,
7676,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7680,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7684,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7687,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7691,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
7694,28B,FALSE,0,8,27,10,4E,20,D,44,1,14,
7698,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7701,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7705,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
7708,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7712,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
7716,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7719,663,FALSE,0,8,0,39,34,38,31,41,30,31,
7723,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
7727,6FA,FALSE,0,8,0,4A,4D,41,58,44,47,47,
7730,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7733,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
7737,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7740,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
7744,185,FALSE,0,8,8,0,15,0,0,0,29,2E,
7747,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7751,29A,FALSE,0,8,2,35,32,31,FF,FF,FF,FF,
7755,287,FALSE,0,8,27,10,27,10,27,10,0,0,
7758,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7762,374,FALSE,0,8,CC,CF,4B,FE,48,44,3A,30,
7766,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7769,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7773,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7776,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7779,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7783,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7787,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
7790,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7793,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7797,373,FALSE,0,8,C5,C4,7D,3D,C,B5,80,16,
7800,286,FALSE,0,8,0,0,0,39,0,0,A,0,
7803,287,FALSE,0,8,27,10,27,10,27,10,0,0,
7808,373,FALSE,0,8,C5,C4,7D,3D,C,B5,80,16,
7812,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
7815,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
7819,373,FALSE,0,8,C5,C4,7D,3D,C,B5,80,16,
7823,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7826,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
7829,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7833,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
7837,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7840,388,FALSE,0,8,1,0,0,0,0,0,0,2,
7843,185,FALSE,0,8,8,0,15,0,0,0,28,2E,
7846,373,FALSE,0,8,C5,C5,7D,44,C,B6,80,16,
7851,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
7855,287,FALSE,0,8,27,10,27,10,27,10,0,0,
7858,373,FALSE,0,8,C5,C5,7D,44,C,B6,80,16,
7862,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7865,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
7869,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
7873,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7876,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7879,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7883,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
7886,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7890,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7894,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7898,373,FALSE,0,8,C5,C4,7D,4B,C,B6,80,16,
7901,299,FALSE,0,8,39,39,41,3E,3B,0,0,0,
7905,29B,FALSE,0,8,39,39,41,39,3A,A,14,39,
7908,373,FALSE,0,8,C5,C4,7D,4F,C,B6,80,16,
7912,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
7916,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7919,373,FALSE,0,8,C5,C4,7D,52,C,B6,80,16,
7922,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
7926,6FA,FALSE,0,8,2,35,32,31,0,0,0,0,
7929,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7933,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
7938,373,FALSE,0,8,C5,C4,7D,54,C,B6,80,16,
7941,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
7945,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
7948,373,FALSE,0,8,C5,C4,7D,54,C,B6,80,16,
7952,29A,FALSE,0,8,1,32,57,48,5A,30,30,32,
7956,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7959,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
7962,374,FALSE,0,8,CC,CF,4B,FE,48,44,3A,30,
7966,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7969,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7972,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7976,362,FALSE,0,8,2,1,0,0,0,0,0,0,
7980,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
7983,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7987,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
7990,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
7994,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
7997,373,FALSE,0,8,C5,C5,7D,5D,C,B6,80,16,
8001,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
8004,287,FALSE,0,8,27,10,27,10,27,10,0,0,
8008,373,FALSE,0,8,C5,C5,7D,5D,C,B6,80,16,
8012,667,FALSE,0,8,1,30,30,30,0,0,0,0,
8015,362,FALSE,0,8,2,1,0,0,0,0,0,0,
8018,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
8022,6BD,FALSE,0,8,0,0,0,0,0,0,0,0,
8025,362,FALSE,0,8,2,1,0,0,0,0,0,0,
8029,398,FALSE,0,8,1,25,17,4C,51,20,0,0,
8032,668,FALSE,0,8,2,4B,4D,E6,61,0,0,0,
8035,362,FALSE,0,8,2,1,0,0,0,0,0,0,
8038,563,FALSE,0,8,AA,AA,AA,AA,A2,2A,0,0,
8042,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
8046,362,FALSE,0,8,2,1,0,0,0,0,0,0,
8049,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
8052,29A,FALSE,0,8,2,35,32,31,FF,FF,FF,FF,
8056,362,FALSE,0,8,2,1,0,0,0,0,0,0,
8059,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
8062,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
8067,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
8070,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
8073,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
8076,362,FALSE,0,8,2,1,0,0,0,0,0,0,
8079,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
8083,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
8087,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
8090,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
8093,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
8097,373,FALSE,0,8,C5,C5,7D,67,C,B6,80,16,
8101,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
8104,287,FALSE,0,8,27,10,27,10,27,10,0,0,
8109,373,FALSE,0,8,C5,C5,7D,69,C,B6,80,16,
8112,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
8116,362,FALSE,0,8,2,1,0,0,0,0,0,0,
8119,373,FALSE,0,8,C5,C5,7D,6B,C,B6,80,16,
8123,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
8126,6FA,FALSE,0,8,1,32,57,48,5A,30,30,32,
8130,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
8134,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
8137,373,FALSE,0,8,C5,C5,7D,6B,C,B6,80,16,
8141,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
8144,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
8148,373,FALSE,0,8,C5,C5,7D,6D,C,B6,80,16,
8153,29A,FALSE,0,8,0,4A,4D,41,58,44,47,47,
8156,362,FALSE,0,8,2,1,0,0,0,0,0,0,
8159,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
8163,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
8166,362,FALSE,0,8,2,1,0,0,0,0,0,0,
8169,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
8173,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
8176,362,FALSE,0,8,2,1,0,0,0,0,0,0,
8179,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
8183,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
8187,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
8190,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
8195,287,FALSE,0,8,27,10,27,10,27,10,0,0,
8198,373,FALSE,0,8,C5,C5,7D,72,C,B6,80,16,
8202,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
8205,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
8209,373,FALSE,0,8,C5,C5,7D,72,C,B6,80,16,
8213,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
8216,362,FALSE,0,8,2,1,0,0,0,0,0,0,
8219,663,FALSE,0,8,1,33,30,30,0,0,0,0,
8223,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
8226,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
8229,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
8233,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
8238,373,FALSE,0,8,C5,C5,7D,75,C,B6,80,16,
8241,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
8245,287,FALSE,0,8,27,10,27,10,27,10,0,0,
8249,373,FALSE,0,8,C5,C5,7D,75,C,B6,80,16,
8252,29A,FALSE,0,8,1,32,57,48,5A,30,30,32,
8256,362,FALSE,0,8,2,1,0,0,0,0,0,0,
8259,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
8262,374,FALSE,0,8,CC,CF,4B,FE,48,44,3A,30,
8266,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
8270,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
8273,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
8276,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
8281,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
8285,287,FALSE,0,8,27,10,27,10,27,10,0,0,
8288,373,FALSE,0,8,C5,C5,7D,77,C,B6,80,16,
8292,207,FALSE,0,8,0,0,0,0,0,0,0,0,
8295,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
8298,373,FALSE,0,8,C5,C5,7D,77,C,B6,80,16,
8302,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
8306,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
8309,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
8313,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
8316,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
8321,373,FALSE,0,8,C5,C5,7D,78,C,B6,80,16,
8324,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
8328,398,FALSE,0,8,1,24,16,4C,51,20,0,0,
8331,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
8335,287,FALSE,0,8,27,10,27,10,27,10,0,0,
8339,373,FALSE,0,8,C5,C5,7D,78,C,B6,80,16,
8342,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
8346,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
8350,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
8353,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
8357,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
8360,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
8364,287,FALSE,0,8,27,10,27,10,27,10,0,0,
8368,373,FALSE,0,8,C5,C5,7D,79,C,B6,80,16,
8372,289,FALSE,0,8,27,10,4E,20,D,46,11,10,
8375,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
8379,373,FALSE,0,8,C5,C5,7D,79,C,B6,80,16,
8382,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
8386,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
8389,377,FALSE,0,8,5,BB,1,B,41,3F,3D,22,
8393,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
8397,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
